subentry,measure,reaction,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"21470004","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","H.Rose,W.A.Cooper,R.B.Tattersall","1958","Second Internat. At.En. Conf.,Geneva 1958 16,34 (1958); Progress in Nucl.Energy 3,292 (1959); Report other than progress report: AERE-R/R-2516  (1959)"
"21470005","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.53e-08","2.53e-08","1","True","H.Rose,W.A.Cooper,R.B.Tattersall","1958","Second Internat. At.En. Conf.,Geneva 1958 16,34 (1958); Progress in Nucl.Energy 3,292 (1959); Report other than progress report: AERE-R/R-2516  (1959)"
"21612007","CS","N,2N","Cross section for 23Na(n,2n)22mNa","14.9","14.9","1","True","L.Hannappel,H.Henschel,H.Schneider","1979","Nuclear Instrum.and Methods in Physics Res. 167,289 (1979)"
"21660017","CS","N,TOT","Cross section for 23Na(n,Total)","1.26e-06","5.19e-06","2","True","L.Koester,K.Knopf,W.Waschkowski","1979","Zeitschrift fuer Physik,Section A 292,(1),95 (1979); Report other than progress report: NEANDC(E)-202 (5),81 (1979)"
"21660018","CS","N,TOT","Cross section for 23Na(n,Total)","1.26e-06","5.19e-06","2","True","L.Koester,K.Knopf,W.Waschkowski","1979","Zeitschrift fuer Physik,Section A 292,(1),95 (1979); Report other than progress report: NEANDC(E)-202 (5),81 (1979)"
"21660025","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.0","0.0","1","True","L.Koester,K.Knopf,W.Waschkowski","1979","Zeitschrift fuer Physik,Section A 292,(1),95 (1979); Report other than progress report: NEANDC(E)-202 (5),81 (1979)"
"21668003","CS","N,P","Cross section for 23Na(n,p)23Ne","14.1","14.1","1","True","M.Bormann,H.Jeremie,G.Andersson-Lindstroem,H.Neuert,H.Pollehn","1960","Zeitschrift fuer Naturforschung,Section A 15,200 (1960)"
"21668004","CS","N,A","Cross section for 23Na(n,alpha)20F","14.1","14.1","1","True","M.Bormann,H.Jeremie,G.Andersson-Lindstroem,H.Neuert,H.Pollehn","1960","Zeitschrift fuer Naturforschung,Section A 15,200 (1960)"
"21846010","CS","N,P","Cross section for 23Na(n,p)23Ne","14.7","14.7","1","True","W.Schantl","1970","Thesis or dissertation: Schantl  (1970)"
"21999002","CS","N,P","Cross section for 23Na(n,p)23Ne","14.7","14.7","1","True","R.Pepelnik,B.Anders,B.M.Bahal,M.Farooq","1986","Report other than progress report: GKSS-86-E-29  (1986); Progress report: NEANDC(E)-262U (5),32 (1985); Progress report: INDC(GER)-28 32 (1985)"
"21999003","CS","N,A","Cross section for 23Na(n,alpha)20F","14.7","14.7","1","True","R.Pepelnik,B.Anders,B.M.Bahal,M.Farooq","1986","Report other than progress report: GKSS-86-E-29  (1986); Progress report: NEANDC(E)-262U (5),32 (1985); Progress report: INDC(GER)-28 32 (1985)"
"22089003","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.33","14.93","8","True","Y.Ikeda,C.Konno,K.Oishi,T.Nakamura,H.Miyade,K.Kawade,H.Yamamoto,T.Katoh","1988","Report other than progress report: JAERI-1312  (1988)"
"22105008","CS","N,TOT","Spectrum average Cross section for 23Na(n,Total)","0.143","2.1","3","True","L.Koester,W.Waschkowski,J.Meier,G.Rau,M.Salehi","1988","Zeitschrift fuer Physik,Section A 330,387 (1988)"
"22217019","CS","N,TOT","Cross section for 23Na(n,Total)","0.00197","0.00197","1","True","L.Koester,W.Waschkowski,J.Meier","1990","Zeitschrift fuer Physik,Section A 337,341 (1990)"
"22335003","CS","N,2N","Cross section for 23Na(n,2n)22Na","17.55","17.55","5","True","T.S.Soewarsono,Y.Uwamino,T.Nakamura","1992","Report containing conference proc.: JAERI-M-92-027 354 (1992); Nucl. Instrum. Methods in Physics Res.,Sect.A 389,463 (1997)"
"22338026","CS","N,P","Cross section for 23Na(n,p)23Ne","14.6","14.6","1","True","A.Ercan,M.N.Erduran,M.Subasi,E.Gueltekin,G.Tarcan,A.Baykal,M.Bostan","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,376 (1991)"
"22338027","CS","N,A","Cross section for 23Na(n,alpha)20F","14.6","14.6","1","True","A.Ercan,M.N.Erduran,M.Subasi,E.Gueltekin,G.Tarcan,A.Baykal,M.Bostan","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,376 (1991)"
"22365002","CS","N,P","Cross section for 23Na(n,p)23Ne","13.65","14.87","3","True","Y.Satoh,T.Matsumoto,Y.Kasugai,H.Yamamoto,T.Iida,A.Takahashi,K.Kawade","1995","Report containing conference proc.: JAERI-C-95-008 189 (1995); Report containing conference proc.: INDC(JPN)-173 189 (1995)"
"22414003","CS","N,P","Cross section for 23Na(n,p)23Ne","16.127","19.174","5","True","A.Fessler,A.J.M.Plompen,D.L.Smith,J.W.Meadows,Y.Ikeda","2000","Nuclear Science and Engineering 134,(2),171 (2000); Private communication: Fessler  (1999)"
"22414004","CS","N,A","Cross section for 23Na(n,alpha)20F","16.127","19.174","5","True","A.Fessler,A.J.M.Plompen,D.L.Smith,J.W.Meadows,Y.Ikeda","2000","Nuclear Science and Engineering 134,(2),171 (2000); Private communication: Fessler  (1999)"
"22493005","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.23766","2.01629","1615","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493006","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.23689","2.01356","1599","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493007","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.24728","2.01491","1387","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493008","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.2801","2.01556","1419","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493009","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.29694","2.00741","1007","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493010","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.30826","2.01129","1048","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493011","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.31135","2.0083","1007","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22493012","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.31137","2.0058","994","True","S.Kopecky,R.Shelley,H.Maerten,J.Wartena,H.Weigmann","1997","Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,523 (1997); Private communication: Kopecky  (2000); Private communication: Kopecky  (2000)"
"22554003","CS","N,TOT","Cross section for 23Na(n,Total)","1.8573","4.8254","38","False","J.L.Leroy,F.C.Berthelot,E.Pomelas","1963","Journal de Physique 24,826 (1963); Private communication: Leroy  (1963)"
"22554004","CS","N,TOT","Cross section for 23Na(n,Total)","3.1595","10.948","35","True","J.L.Leroy,F.C.Berthelot,E.Pomelas","1963","Journal de Physique 24,826 (1963); Private communication: Leroy  (1963)"
"22661002","CS","N,P","Cross section for 23Na(n,p)23Ne","13.6","14.86","6","True","M.Bostan,E.Gueltekin","2002","Annals of Nuclear Energy 29,(10),2019 (2002)"
"22661003","CS","N,A","Cross section for 23Na(n,alpha)20F","13.6","14.86","6","True","M.Bostan,E.Gueltekin","2002","Annals of Nuclear Energy 29,(10),2019 (2002)"
"22703013","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.5","19.5","26","True","Y.Uwamino,H.Sugita,Y.Kondo,T.Nakamura","1992","Nuclear Science and Engineering 111,391 (1992)"
"22754006","CS","N,2N","Cross section for 23Na(n,2n)22Na","15.912","19.414","5","True","M.Sakuma,S.Iwasaki,H.Shimada,N.Odano,K.Suda,J.R.Dumais,K.Sugiyama","1992","Report other than progress report: JAERI-M-92-027 278 (1992); Progress in Nuclear Energy 26,(3),231 (1991)"
"23266004","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","F.Farina Arbocco,P.Vermaercke,K.Smits,L.Sneyers,K.Strijckmans","2013","J.of Radioanalytical and Nuclear Chemistry 296,931 (2013)"
"23266005","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","2","False","F.Farina Arbocco,P.Vermaercke,K.Smits,L.Sneyers,K.Strijckmans","2013","J.of Radioanalytical and Nuclear Chemistry 296,931 (2013)"
"23328002","CS","N,2N","Cross section for 23Na(n,2n)22Na","19.449","19.449","1","True","B.Strohmaier,M.Wagner,H.Vonach","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,663 (1991)"
"23337002","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","0.0050999999999999995","0.0050999999999999995","1","True","E.Uberseder,M.Heil,F.Kaeppeler,C.Lederer,A.Mengoni,S.Bisterzo,M.Pignatari,M.Wiescher","2017","Physical Review,Part C,Nuclear Physics 95,025803 (2017)"
"23337003","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","0.025","0.025","1","True","E.Uberseder,M.Heil,F.Kaeppeler,C.Lederer,A.Mengoni,S.Bisterzo,M.Pignatari,M.Wiescher","2017","Physical Review,Part C,Nuclear Physics 95,025803 (2017)"
"30007005","CS","N,P","Cross section for 23Na(n,p)23Ne","14.8","14.8","1","True","R.Prasad,D.C.Sarkar","1971","Nuovo Cimento A 3,(3),467 (1971)"
"30013004","CS","N,P","Cross section for 23Na(n,p)23Ne","14.8","14.8","1","True","B.Mitra,A.M.Ghose","1966","Nuclear Physics 83,157 (1966); Nuclear and Solid State Phys.Symp.,Calcutta 1965 ,145 (1965); Progress report: AEET-267 62 (1966); Progress report: AEET-NP-10 14 (1964); Nucl.and Sol.State Physics Symp.,Bombay 1963 ,169 (1963)"
"30037002","CS","N,TOT","Cross section for 23Na(n,Total)","16.2","16.2","1","True","M.Mazari,F.Alba,V.Serment,A.Fernandez,T.W.Bonner","1958","Second Internat. At.En. Conf.,Geneva 1958 15,28 (1958)"
"30067002","CS","N,G","Cross section for 23Na(n,gamma)24Na","14.7","14.7","1","True","J.Csikai,G.Peto,M.Buczko,Z.Milligy,N.Eissa","1966","Atomki Koezlemenyek 8,79 (1966)"
"30074002","CS","N,G","Cross section for 23Na(n,gamma)24Na","13.4","15.0","7","True","J.Csikai,G.Peto,M.Buczko,Z.Milligy,N.Eissa","1967","Nuclear Physics,Section A 95,229 (1967); Magyar Fizikai Folyoirat 16,123 (1968)"
"30077002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.024","0.024","1","True","S.S.Hasan,A.K.Chaubey,M.L.Sehgal","1968","Nuovo Cimento B 58,402 (1968)"
"30113006","CS","N,TOT","Cross section for 23Na(n,Total)","14.5","14.5","1","True","I.Angeli,J.Csikai,I.Hunyadi","1970","Acta Physica Hungarica 28,87 (1970); Nuclear Physics,Section A 119,525 (1968); Physics Letters,Section B 29,36 (1969); Progress report: INDC(HUN)-1  (1970); Report other than progress report: IAEA-R-596-F  (1972)"
"30115003","CS","N,P","Cross section for 23Na(n,p)23Ne","14.7","14.7","1","True","J.Csikai,S.Nagy","1967","Nuclear Physics,Section A 91,222 (1967); Magyar Fizikai Folyoirat 16,123 (1968); Atomki Koezlemenyek 8,79 (1966)"
"30145002","CS","N,G","Cross section for 23Na(n,gamma)24Na","14.4","14.4","1","True","E.Holub,R.Caplar,P.Kulisic,N.Cindro,J.Vuletin","1972","Nucl.Structure Conf.,Budapest 1972 258 (1972); Report other than progress report: INDC-28 268 (1972); Fizika,Supplement 4,59 (1972)"
"30257004","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","False","K.Wagner","1962","Kernenergie 5,790 (1962)"
"30264004","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.6","14.6","1","True","J.Araminowicz,J.Dresler","1973","Progress report: INR-1464 14 (1973)"
"30322002","CS","N,A","Cross section for 23Na(n,alpha)20F","14.0","14.0","1","True","J.Janczyszyn,L.Gorski","1973","J.of Radioanalytical Chemistry 14,201 (1973); Chemia Analityczna 17,(3),703 (1972); Radiochem. and Radioanal. Letters 8,363 (1971)"
"30447006","CS","N,2N","Cross section for 23Na(n,2n)22Na","15.1","15.1","1","True","G.Shani","1976","Report other than progress report: INIS-MF-3663 83 (1976)"
"30463002","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","3.4","3.4","11","True","Th.Schweitzer,D.Seeliger,S.Unholzer","1978","Private communication: Seeliger  (1978); Kernenergie 20,174 (1977); Report other than progress report: YK-22 15 (1976); Report other than progress report: INDC(CCP)-105 15 (1976); Report other than progress report: TU-05-40-75  (1975); 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977 1,231 (1977); Progress report: ZFK-350 2 (1978); Progress report: ZFK-324 39 (1976); Progress report: ZFK-315 11 (1976); Report other than progress report: IAEA-190 (2),243 (1976); Progress report: ZFK-262 33 (1973)"
"30463003","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","3.4","3.4","1","True","Th.Schweitzer,D.Seeliger,S.Unholzer","1978","Private communication: Seeliger  (1978); Kernenergie 20,174 (1977); Report other than progress report: YK-22 15 (1976); Report other than progress report: INDC(CCP)-105 15 (1976); Report other than progress report: TU-05-40-75  (1975); 4.All Union Conf.on Neutron Phys.,Kiev,18-22 Apr 1977 1,231 (1977); Progress report: ZFK-350 2 (1978); Progress report: ZFK-324 39 (1976); Progress report: ZFK-315 11 (1976); Report other than progress report: IAEA-190 (2),243 (1976); Progress report: ZFK-262 33 (1973)"
"30515002","CS","N,2N","Cross section for 23Na(n,2n)22Na","15.5","17.9","6","True","L.Adamski,M.Herman,A.Marcinkowski","1980","Annals of Nuclear Energy 7,(7),397 (1980); Progress report: INR-1809/I/PL/A 9 (1979); Progress report: INDC(POL)-10 9 (1979); Report other than progress report: INDC(NDS)-103 40 (1979)"
"30562010","CS","N,A","Cross section for 23Na(n,alpha)20F","14.6","14.6","1","True","P.N.Ngoc,S.Gueth,F.Deak,A.Kiss","1980","Report containing conference proc.: ZFK-410 192 (1980)"
"30992002","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.3","18.5","6","True","Xu Zhizheng,Pan Limin,Wu Zhihua","1991","Nuclear Science and Techniques (Shanghai). 2,(3),153 (1991); Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,666 (1991)"
"31161014","CS","N,P","Cross section for 23Na(n,p)23Ne","14.8","14.8","1","True","S.K.Mukherjee,A.K.Ganguly,N.K.Majumder","1961","Proceedings of the Physical Society (London),77,508 (1961)"
"31161015","CS","N,A","Cross section for 23Na(n,alpha)20F","14.8","14.8","1","True","S.K.Mukherjee,A.K.Ganguly,N.K.Majumder","1961","Proceedings of the Physical Society (London),77,508 (1961)"
"31316002","CS","N,P","Cross section for 23Na(n,p)23Ne","14.8","14.8","1","True","C.S.Khurana,I.M.Govil","1965","Nuclear Physics 69,153 (1965)"
"31736003","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736004","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736005","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31736007","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","R.B.Firestone,Zs.Revay,T.Belgya","2014","Physical Review,Part C,Nuclear Physics 89,014617 (2014)"
"31766004","CS","N,2N","Spectrum average Cross section for 23Na(n,2n)22Na","1.0","1.0","1","True","M.Kostal,M.Svadlenkova,P.Baron,J.Milcak,M.Marecek,J.Uhlir","2016","Applied Radiation and Isotopes 111,1 (2016); J,EPJ/CS146,04045 (2017); Private communication: Kostal  (2018)"
"32514006","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.5","14.8","3","True","Kong Xiangzhong,Wang Yongchang,Yang Jingkang,Yuan Junqian","1995","High Energy Physics and Nucl.Physics,Chinese ed. 19,781 (1995); Report other than progress report: INDC(CPR)-036 5 (1995); Communication of Nuclear Data Progress 14,5 (1995); Radiochimica Acta 76,11 (1997)"
"32599002","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.5","17.98","6","True","Lu Hanlin,Zhao Wenrong,Yu Weixiang","1992","Chinese J.of Nuclear Physics (Beijing). 14,(1),83 (1992)"
"33051002","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","0.0025","0.0025","1","False","M.S.Barough,B.J.Patil,V.N.Bhoraskar,S.D.Dhole","2013","Annals of Nuclear Energy 59,25 (2013)"
"33074003","CS","N,A","Cross section for 23Na(n,alpha)20F","14.0","14.0","1","True","O.N.Kaul","1962","Nuclear Physics 33,177 (1962)"
"40101005","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","4.37","4.37","5","True","V.I.Popov,V.I.Trykova","1971","Neutron Physics Conf.,Kiev 1971 1,223 (1971)"
"40136002","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.2","14.6","2","True","G.N.Maslov,F.Nasyrov,N.F.Pashkin","1974","Report other than progress report: INDC(CCP)-42 10 (1974); Report other than progress report: YK-9 50 (1972)"
"40216005","CS","N,2N","Spectrum average Cross section for 23Na(n,2n)22Na","1.42","1.42","1","True","F.Nasyrov,B.D.Stsiborskii","1968","Atomnaya Energiya 25,(5),437 (1968); Soviet Atomic Energy 25,1251 (1968); Doklady Akademii Nauk 180,(4),836 (1968); Soviet Physics-Doklady 13,559 (1968)"
"40244065","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.2","0.2","1","True","A.I.Leipunskiy,O.D.Kazachkovskiy,G.Ja.Artyukhov,A.I.Baryshnikov,T.S.Belanova,V.I.Galkov,Yu.Ja.Stavisskiy,E.A.Stumbur,L.E.Sherman","1958","Second Internat. At.En. Conf.,Geneva 1958 15,50(2219) (1958)"
"40381002","CS","N,NON","Cross section for 23Na(n,Nonelastic)","4.0999","4.0999","1","False","M.V.Pasechnik","1955","1st UN Conf.Peaceful Uses Atomic Energy,Geneva 1955 2,3 (1955)"
"40421002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.024","0.024","1","True","V.N.Kononov,Yu.Ya.Stavisskiy,V.A.Tolstikov","1958","Soviet Atomic Energy 5,1483 (1958); Atomnaya Energiya 5,564 (1958); Reactor Science (J.Nucl.Energy,Part A) 11,46(1) (1959)"
"40589003","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","False","L.V.Groshev,B.P.Ad'Yasevich,A.M.Demidov","1955","1st UN Conf.Peaceful Uses Atomic Energy,Geneva 1955 2,39(P/651) (1955); 1st UN Conf.Peaceful Uses Atomic Energy,Geneva 1955 2,53(P/651) (1955)"
"40685004","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.5","0.8","2","True","I.A.Korzh,N.S.Kopytin,M.V.Pasechnik,N.M.Pravdivyj,N.T.Skljar,I.A.Totskiy","1964","Atomnaya Energiya 16,(3),260 (1964); Soviet Atomic Energy 16,312 (1964); J. Nuclear Energy,Part A+B (Reactor Sci.Techn.) 19,141 (1965)"
"40685005","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.5","0.8","16","True","I.A.Korzh,N.S.Kopytin,M.V.Pasechnik,N.M.Pravdivyj,N.T.Skljar,I.A.Totskiy","1964","Atomnaya Energiya 16,(3),260 (1964); Soviet Atomic Energy 16,312 (1964); J. Nuclear Energy,Part A+B (Reactor Sci.Techn.) 19,141 (1965)"
"40706003","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","2.0","2.0","1","False","L.Ya.Kazakova,V.E.Kolesov,V.I.Popov,O.A.Sal'Nikov,V.M.Sluchevskaya,V.I.Trykova","1965","Report containing conference proc.: EANDC-50 200 (1965); Nuclear Structure Conf.,Antwerp 1965 ,576(200) (1965)"
"40763002","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.3","0.3","1","True","I.A.Korzh,N.T.Skljar","1963","Ukrainskii Fizichnii Zhurnal 8,1389 (1963)"
"40763003","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.3","0.3","8","True","I.A.Korzh,N.T.Skljar","1963","Ukrainskii Fizichnii Zhurnal 8,1389 (1963)"
"40781002","CS","N,NON","Cross section for 23Na(n,Nonelastic)","1.0","1.0","2","True","K.R.Poze,N.P.Glazkov","1956","Zhurnal Eksperimental'noi i Teoret. Fiziki 30,1017 (1956); Soviet Physics - JETP 3,745 (1956)"
"40782023","CS","N,NON","Cross section for 23Na(n,Nonelastic)","2.5","2.5","1","True","V.I.Strizhak","1956","Zhurnal Eksperimental'noi i Teoret. Fiziki 31,(5),907 (1956); Soviet Physics - JETP 4,769 (1957)"
"41256002","CS","N,NON","Cross section for 23Na(n,Nonelastic)","2.5","2.5","1","True","G.N.Lovchikova,O.A.Sal'Nikov","1961","Neitronnaya Fizika,Moskva 1961 294 (1961); Sov.Progr.in Neutr.Phys.,New York 1961 216 (1961)"
"41298002","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.1","14.1","1","True","A.A.Filatenkov,S.V.Chuvaev,V.A.Yakovlev,A.V.Malyshenkov,S.K.Vasil'Ev","1999","Report other than progress report: RI-252  (1999); Report other than progress report: INDC(CCP)-402  (1997); Conf.on Nucl.Data for Sci.and Techn.,Trieste 1997 1,598 (1997)"
"41614002","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.56","14.78","7","True","A.A.Filatenkov","2016","Report other than progress report: INDC(CCP)-0460  (2016)"
