subentry,measure,reaction,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"30013002","CS","N,P","Cross section for 16O(n,p)16N","14.8","14.8","1","True","B.Mitra,A.M.Ghose","1966","Nuclear Physics 83,157 (1966); Nuclear and Solid State Phys.Symp.,Calcutta 1965 ,145 (1965); Progress report: AEET-267 62 (1966); Progress report: AEET-NP-10 14 (1964); Nucl.and Sol.State Physics Symp.,Bombay 1963 ,169 (1963)"
"30048002","CS","N,A","Partial cross section for 16O(n,alpha)13C","14.1","14.1","3","True","Yuin-Chi Hsu,Chia-Yi Huang,Ching-Ching Chang","1967","Nuclear Physics,Section A 104,677 (1967); Chinese Journal of Physics (Taiwan) 5,33 (1967); Chinese Journal of Physics (Taiwan) 6,119 (1968)"
"30048003","DA","N,A","Partial differential cross section d/dA for 16O(n,alpha)13C","14.1","14.1","51","True","Yuin-Chi Hsu,Chia-Yi Huang,Ching-Ching Chang","1967","Nuclear Physics,Section A 104,677 (1967); Chinese Journal of Physics (Taiwan) 5,33 (1967); Chinese Journal of Physics (Taiwan) 6,119 (1968)"
"30092002","CS","N,A","Cross section for 16O(n,alpha)13C","3.916","6.489","406","True","A.S.Divatia,K.K.Sekharan,M.K.Mehta,S.S.Kerekate,K.K.Nambiar","1966","Nuclear Data For Reactors Conf.,Paris 1966 1,233 (1966); Physical Review 156,1187 (1967); Report other than progress report: AEET-264  (1966); Progress report: AEET-228  (1965); Progress report: AEET-267  (1966)"
"30141003","CS","N,TOT","Cross section for 16O(n,Total)","14.7","14.7","1","True","I.Angeli,J.Csikai,J.L.Nagy,T.Scharbert,T.Sztaricskai,D.Novak","1971","Acta Physica Hungarica 30,(2),115 (1971); Progress report: INDC(HUN)-1  (1970); Progress report: IAEA-R-596-F  (1972)"
"30192002","DA","N,D","Partial differential cross section d/dA for 16O(n,d)15N","14.4","14.4","13","True","G.Paic,I.Slaus,P.Tomas","1964","Physics Letters 9,147 (1964); Physical Review 139,B331 (1965); Nuclear Physics Congress,Paris 1964 2,955 (1964); Nuclear Physics Congress,Paris 1964 2,934 (1964); Report containing conference proc.: EANDC-50-S (1),(22) (1965); Nuclear Structure Conf.,Antwerp 1965 502 (1965)"
"30192003","DA","N,P","Partial differential cross section d/dA for 16O(n,p)16N","14.4","14.4","18","True","G.Paic,I.Slaus,P.Tomas","1964","Physics Letters 9,147 (1964); Physical Review 139,B331 (1965); Nuclear Physics Congress,Paris 1964 2,955 (1964); Nuclear Physics Congress,Paris 1964 2,934 (1964); Report containing conference proc.: EANDC-50-S (1),(22) (1965); Nuclear Structure Conf.,Antwerp 1965 502 (1965)"
"30196004","DA","N,D","Partial differential cross section d/dA for 16O(n,d)15N","14.4","14.4","1","True","V.Valkovic,I.Slaus,P.Tomas,M.Cerineo","1967","Nuclear Physics,Section A 98,305 (1967); Nuclear Physics Congress,Paris 1964 2,936 (1964)"
"30410003","CS","N,TOT","Cross section for 16O(n,Total)","13.95","13.95","1","True","Y.C.Hsu,C.Y.Huang,P.K.Tseng,Y.K.Tai","1963","Chinese Journal of Physics (Taiwan) 1,(1),1 (1963)"
"31102002","DA","N,A","Differential c/s with respect to angle for 16O(n,alpha)13C","14.4","14.4","5","True","N.Cindro,I.Slaus,P.Tomas,B.Eman","1961","Nuclear Physics 22,96 (1961)"
"31478003","CS","N,A","Cross section for 16O(n,alpha)13C","14.7","14.7","1","True","S.Hlavac,P.Oblozinsky,I.Turzo,L.Dostal,J.Kliman","1994","Report other than progress report: INDC(SLK)-002  (1994)"
"31576003","CS","N,T","Cross section for 16O(n,t)14N","16.8","16.8","1","True","J.H.Park,C.S.Lee,Y.K.Kwon,J.H.Lee,J.Y.Kim,K.B.Lee,H.Park","2005","Journal of the Korean Physical Society 47,23 (2005)"
"32602003","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.8","14.8","5","True","Qi Huiquan,Chen Quojie,Chen Yingtan,Chen Qiankun,Chen Zhenpeng,Chen Zemin","1992","Chinese J.of Nuclear Physics (Beijing). 14,(1),15 (1992); Symp.on Fast Neutron Physics,Beijing,9-13 Sep 1991 ,13 (1991); Report other than progress report: CNIC-412 5 (1990)"
"40136027","CS","N,TOT","Cross section for 16O(n,Total)","14.1","14.1","1","True","G.N.Maslov,F.Nasyrov,N.F.Pashkin","1974","Report other than progress report: INDC(CCP)-42 10 (1974); Report other than progress report: YK-9 50 (1972)"
"40216003","CS","N,2N","Spectrum average Cross section for 16O(n,2n)15O","1.42","1.42","1","True","F.Nasyrov,B.D.Stsiborskii","1968","Atomnaya Energiya 25,(5),437 (1968); Soviet Atomic Energy 25,1251 (1968); Doklady Akademii Nauk 180,(4),836 (1968); Soviet Physics-Doklady 13,559 (1968)"
"40230006","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.9","0.9","5","True","G.N.Lovchikova","1963","Soviet Atomic Energy 13,648 (1963); Atomnaya Energiya 13,(1),60 (1962); Soviet Atomic Energy 12,46 (1962); Atomnaya Energiya 12,(1),48 (1962)"
"40230008","CS","N,EL","Cross section for 16O(n,Elastic)16O","0.9","0.9","1","True","G.N.Lovchikova","1963","Soviet Atomic Energy 13,648 (1963); Atomnaya Energiya 13,(1),60 (1962); Soviet Atomic Energy 12,46 (1962); Atomnaya Energiya 12,(1),48 (1962)"
"40572007","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","5.0","5.0","11","True","I.A.Korzh,V.P.Lunev,V.A.Mishchenko,E.N.Mozhzhukhin,M.V.Pasechnik,N.M.Pravdivyy","1980","5.All Union Conf.on Neutron Phys.,Kiev,15-19 Sep 1980 1,314 (1980); Report other than progress report: INDC(CCP)-169 314 (1980); Yadernaya Fizika 31,13 (1980); Soviet Journal of Nuclear Physics 31,5 (1980)"
"40715004","CS","N,2N","Cross section for 16O(n,2n)15O","17.7","25.0","9","True","O.D.Brill,N.A.Vlasov,S.P.Kalinin,L.S.Sokolov","1961","Doklady Akademii Nauk 136,(1),55 (1961); Soviet Physics-Doklady 6,24 (1961)"
"41575002","CS","N,A","Spectrum average Cross section for 16O(n,alpha)13C","4.898","7.041","35","True","V.A.Khryachkov,I.P.Bondarenko,B.D.Kuzminov,N.N.Semenova,A.I.Sergachev,T.A.Ivanova,G.Giorginis","2012","J,EPJ/CS21,03005 (2012); Yadernaya Fizika 75,(4),438 (2012); Physics of Atomic Nuclei 75,(4),404 (2012); Izv. Rossiiskoi Akademii Nauk,Ser.Fiz. 77,(4),501 (2013); Bull.Russian Academy of Sciences - Physics 77,(4),451 (2013); J,FCY/L10,(4),579 (2013); J,PPN/L10,(4),361 (2013); Report containing conference proc.: ISINN-19 163 (2012); Report containing conference proc.: ISINN-19 153 (2012); Report containing conference proc.: ISINN-18 153 (2011); C,2010KRAKOW,287 (2010); Izv. Rossiiskoi Akademii Nauk,Ser.Fiz. 76,(4),544 (2012); Bull.Russian Academy of Sciences - Physics 76,486 (2012); Private communication: Khryachkov  (2012)"
